code,name,listDate,exchange,type,id,sinaIndustry,sinaConcept,sinaArea,sector,industry
300396,迪瑞医疗,2014-09-10,sz,stock,stock_sz_300396,医疗器械,,吉林,,
300397,天和防务,2014-09-10,sz,stock,stock_sz_300397,电子信息,,陕西,,
300398,飞凯材料,2014-10-09,sz,stock,stock_sz_300398,化工行业,,上海,,
300399,京天利,2014-10-09,sz,stock,stock_sz_300399,电子信息,,北京,,
300400,劲拓股份,2014-10-10,sz,stock,stock_sz_300400,机械行业,,,,
300401,花园生物,2014-10-09,sz,stock,stock_sz_300401,食品行业,,,,
300402,宝色股份,2014-10-10,sz,stock,stock_sz_300402,机械行业,,,,
300403,地尔汉宇,2014-10-30,sz,stock,stock_sz_300403,电器行业,,,,
300404,博济医药,2015-04-24,sz,stock,stock_sz_300404,医疗器械,,,,
300405,科隆股份,2014-10-30,sz,stock,stock_sz_300405,化工行业,,辽宁,,
300406,九强生物,2014-10-30,sz,stock,stock_sz_300406,生物制药,,北京,,
300407,凯发电气,2014-12-03,sz,stock,stock_sz_300407,电器行业,,天津,,
300408,三环集团,2014-12-03,sz,stock,stock_sz_300408,电子器件,,,,
300409,道氏技术,2014-12-03,sz,stock,stock_sz_300409,陶瓷行业,,,,
300410,正业科技,2014-12-31,sz,stock,stock_sz_300410,仪器仪表,,,,
300411,金盾股份,2014-12-31,sz,stock,stock_sz_300411,机械行业,,,,
300412,迦南科技,2014-12-31,sz,stock,stock_sz_300412,医疗器械,,,,
300413,快乐购,2015-01-21,sz,stock,stock_sz_300413,商业百货,,湖南,,
300414,中光防雷,2015-05-13,sz,stock,stock_sz_300414,电子器件,,四川,,
300415,伊之密,2015-01-23,sz,stock,stock_sz_300415,机械行业,,,,
300416,苏试试验,2015-01-22,sz,stock,stock_sz_300416,仪器仪表,,,,
300417,南华仪器,2015-01-23,sz,stock,stock_sz_300417,仪器仪表,,,,
300418,昆仑万维,2015-01-21,sz,stock,stock_sz_300418,电子信息,,北京,,
300419,浩丰科技,2015-01-22,sz,stock,stock_sz_300419,电子信息,,北京,,
300420,五洋科技,2015-02-17,sz,stock,stock_sz_300420,机械行业,,,,
300421,力星股份,2015-02-17,sz,stock,stock_sz_300421,机械行业,,,,
300422,博世科,2015-02-17,sz,stock,stock_sz_300422,环保行业,,广西,,
300423,鲁亿通,2015-02-17,sz,stock,stock_sz_300423,电力行业,,山东,,
300424,航新科技,2015-04-22,sz,stock,stock_sz_300424,飞机制造,,,,
300425,环能科技,2015-02-16,sz,stock,stock_sz_300425,机械行业,,四川,,
300426,唐德影视,2015-02-17,sz,stock,stock_sz_300426,传媒娱乐,,,,
300427,红相电力,2015-02-17,sz,stock,stock_sz_300427,机械行业,,福建,,
300428,四通新材,2015-03-19,sz,stock,stock_sz_300428,,,河北,,
300429,强力新材,2015-03-24,sz,stock,stock_sz_300429,化工行业,,,,
300430,诚益通,2015-03-19,sz,stock,stock_sz_300430,仪器仪表,,北京,,
300431,暴风集团,2015-03-24,sz,stock,stock_sz_300431,电子信息,,北京,,
300432,富临精工,2015-03-19,sz,stock,stock_sz_300432,汽车制造,,四川,,
300433,蓝思科技,2015-03-18,sz,stock,stock_sz_300433,电子器件,,湖南,,
300434,金石东方,2015-04-24,sz,stock,stock_sz_300434,机械行业,,四川,,
300435,中泰股份,2015-03-26,sz,stock,stock_sz_300435,机械行业,,,,
300436,广生堂,2015-04-22,sz,stock,stock_sz_300436,生物制药,,福建,,
300437,清水源,2015-04-23,sz,stock,stock_sz_300437,化工行业,,河南,,
300438,鹏辉能源,2015-04-24,sz,stock,stock_sz_300438,电器行业,,,,
300439,美康生物,2015-04-22,sz,stock,stock_sz_300439,生物制药,,,,
300440,运达科技,2015-04-23,sz,stock,stock_sz_300440,电子信息,,四川,,
300441,鲍斯股份,2015-04-23,sz,stock,stock_sz_300441,机械行业,,,,
300442,普丽盛,2015-04-24,sz,stock,stock_sz_300442,机械行业,,上海,,
300443,金雷风电,2015-04-22,sz,stock,stock_sz_300443,机械行业,,山东,,
300444,双杰电气,2015-04-23,sz,stock,stock_sz_300444,发电设备,,北京,,
300445,康斯特,2015-04-24,sz,stock,stock_sz_300445,仪器仪表,,北京,,
300446,乐凯新材,2015-04-23,sz,stock,stock_sz_300446,化工行业,,河北,,
300447,全信股份,2015-04-22,sz,stock,stock_sz_300447,电器行业,,,,
300448,浩云科技,2015-04-24,sz,stock,stock_sz_300448,电子信息,,,,
300449,汉邦高科,2015-04-22,sz,stock,stock_sz_300449,电子信息,,北京,,
300450,先导智能,2015-05-18,sz,stock,stock_sz_300450,其它行业,,,,
300451,创业软件,2015-05-14,sz,stock,stock_sz_300451,其它行业,,,,
300452,山河药辅,2015-05-15,sz,stock,stock_sz_300452,其它行业,,安徽,,
300453,三鑫医疗,2015-05-15,sz,stock,stock_sz_300453,其它行业,,江西,,
300455,康拓红外,2015-05-15,sz,stock,stock_sz_300455,其它行业,,北京,,
300456,耐威科技,2015-05-14,sz,stock,stock_sz_300456,其它行业,,北京,,
300457,赢合科技,2015-05-14,sz,stock,stock_sz_300457,其它行业,,,,
300458,全志科技,2015-05-15,sz,stock,stock_sz_300458,其它行业,,,,
300459,金科文化,2015-05-15,sz,stock,stock_sz_300459,其它行业,,,,
300460,惠伦晶体,2015-05-15,sz,stock,stock_sz_300460,其它行业,,,,
300461,田中精机,2015-05-19,sz,stock,stock_sz_300461,其它行业,,,,
300462,华铭智能,2015-05-27,sz,stock,stock_sz_300462,其它行业,,上海,,
300463,迈克生物,2015-05-28,sz,stock,stock_sz_300463,其它行业,,四川,,
300464,星徽精密,2015-06-10,sz,stock,stock_sz_300464,,,,,
300465,高伟达,2015-05-28,sz,stock,stock_sz_300465,其它行业,,北京,,
300466,赛摩电气,2015-05-28,sz,stock,stock_sz_300466,其它行业,,,,
300467,迅游科技,2015-05-27,sz,stock,stock_sz_300467,其它行业,,四川,,
300468,四方精创,2015-05-27,sz,stock,stock_sz_300468,其它行业,,,,
300469,信息发展,2015-06-11,sz,stock,stock_sz_300469,,,,,
300470,日机密封,2015-06-12,sz,stock,stock_sz_300470,,,四川,,
300471,厚普股份,2015-06-11,sz,stock,stock_sz_300471,,,四川,,
300472,新元科技,2015-06-11,sz,stock,stock_sz_300472,,,北京,,
300473,德尔股份,2015-06-12,sz,stock,stock_sz_300473,,,辽宁,,
300474,景嘉微,2016-03-31,sz,stock,stock_sz_300474,,,湖南,,
300475,聚隆科技,2015-06-10,sz,stock,stock_sz_300475,,,安徽,,
300476,胜宏科技,2015-06-11,sz,stock,stock_sz_300476,,,,,
300477,合纵科技,2015-06-10,sz,stock,stock_sz_300477,,,北京,,
300478,杭州高新,2015-06-10,sz,stock,stock_sz_300478,,,,,
300479,神思电子,2015-06-12,sz,stock,stock_sz_300479,,,山东,,
300480,光力科技,2015-07-02,sz,stock,stock_sz_300480,,,河南,,
300481,濮阳惠成,2015-06-30,sz,stock,stock_sz_300481,,,河南,,
300482,万孚生物,2015-06-30,sz,stock,stock_sz_300482,,,,,
300483,沃施股份,2015-06-30,sz,stock,stock_sz_300483,,,,,
300484,蓝海华腾,2016-03-22,sz,stock,stock_sz_300484,,,,,
300485,赛升药业,2015-06-26,sz,stock,stock_sz_300485,,,北京,,
300486,东杰智能,2015-06-30,sz,stock,stock_sz_300486,,,山西,,
300487,蓝晓科技,2015-07-02,sz,stock,stock_sz_300487,,,陕西,,
300488,恒锋工具,2015-07-01,sz,stock,stock_sz_300488,,,,,
300489,中飞股份,2015-07-01,sz,stock,stock_sz_300489,,,黑龙江,,
300490,华自科技,2015-12-31,sz,stock,stock_sz_300490,,,湖南,,
300491,通合科技,2015-12-31,sz,stock,stock_sz_300491,,,河北,,
300492,山鼎设计,2015-12-23,sz,stock,stock_sz_300492,,,四川,,
300493,润欣科技,2015-12-10,sz,stock,stock_sz_300493,,,,,
300494,盛天网络,2015-12-31,sz,stock,stock_sz_300494,,,湖北,,
300495,美尚生态,2015-12-22,sz,stock,stock_sz_300495,,,,,
300496,中科创达,2015-12-10,sz,stock,stock_sz_300496,,,北京,,
300497,富祥股份,2015-12-22,sz,stock,stock_sz_300497,,,江西,,
300498,温氏股份,2015-11-02,sz,stock,stock_sz_300498,,,,,
300499,高澜股份,2016-02-02,sz,stock,stock_sz_300499,,,,,
300500,启迪设计,2016-02-04,sz,stock,stock_sz_300500,,,,,
300501,海顺新材,2016-02-04,sz,stock,stock_sz_300501,,,,,
300502,新易盛,2016-03-03,sz,stock,stock_sz_300502,,,四川,,
300503,昊志机电,2016-03-09,sz,stock,stock_sz_300503,,,,,
300505,川金诺,2016-03-15,sz,stock,stock_sz_300505,,,云南,,
300506,名家汇,2016-03-24,sz,stock,stock_sz_300506,,,,,
300507,苏奥传感,2016-04-29,sz,stock,stock_sz_300507,,,,,
300508,维宏股份,2016-04-19,sz,stock,stock_sz_300508,,,,,
300509,新美星,2016-04-25,sz,stock,stock_sz_300509,,,,,
300510,金冠电气,2016-05-06,sz,stock,stock_sz_300510,,,吉林,,
300511,雪榕生物,2016-05-04,sz,stock,stock_sz_300511,,,,,
300512,中亚股份,2016-05-26,sz,stock,stock_sz_300512,,,,,
300513,恒泰实达,2016-05-30,sz,stock,stock_sz_300513,,,北京,,
300514,友讯达,2017-04-26,sz,stock,stock_sz_300514,,,,,
300515,三德科技,2016-06-08,sz,stock,stock_sz_300515,,,湖南,,
300516,久之洋,2016-06-02,sz,stock,stock_sz_300516,,,湖北,,
300517,海波重科,2016-07-19,sz,stock,stock_sz_300517,,,湖北,,
300518,盛讯达,2016-06-24,sz,stock,stock_sz_300518,,,,,
300519,新光药业,2016-06-24,sz,stock,stock_sz_300519,,,,,
300520,科大国创,2016-07-08,sz,stock,stock_sz_300520,,,安徽,,
300521,爱司凯,2016-07-05,sz,stock,stock_sz_300521,,,,,
300522,世名科技,2016-07-05,sz,stock,stock_sz_300522,,,,,
300523,辰安科技,2016-07-26,sz,stock,stock_sz_300523,,,北京,,
300525,博思软件,2016-07-26,sz,stock,stock_sz_300525,,,福建,,
300526,中潜股份,2016-08-02,sz,stock,stock_sz_300526,,,,,
300527,华舟应急,2016-08-05,sz,stock,stock_sz_300527,,,湖北,,
300528,幸福蓝海,2016-08-08,sz,stock,stock_sz_300528,,,,,
300529,健帆生物,2016-08-02,sz,stock,stock_sz_300529,,,,,
300530,达志科技,2016-08-09,sz,stock,stock_sz_300530,,,,,
300531,优博讯,2016-08-09,sz,stock,stock_sz_300531,,,,,
300532,今天国际,2016-08-18,sz,stock,stock_sz_300532,,,,,
300533,冰川网络,2016-08-18,sz,stock,stock_sz_300533,,,,,
300534,陇神戎发,2016-09-13,sz,stock,stock_sz_300534,,,甘肃,,
300535,达威股份,2016-08-12,sz,stock,stock_sz_300535,,,四川,,
300536,农尚环境,2016-09-20,sz,stock,stock_sz_300536,,,湖北,,
300537,广信材料,2016-08-30,sz,stock,stock_sz_300537,,,,,
300538,同益股份,2016-08-26,sz,stock,stock_sz_300538,,,,,
300539,横河模具,2016-08-30,sz,stock,stock_sz_300539,,,,,
300540,深冷股份,2016-08-23,sz,stock,stock_sz_300540,,,四川,,
300541,先进数通,2016-09-13,sz,stock,stock_sz_300541,,,北京,,
300542,新晨科技,2016-09-20,sz,stock,stock_sz_300542,,,北京,,
300543,朗科智能,2016-09-08,sz,stock,stock_sz_300543,,,,,
300545,联得装备,2016-09-28,sz,stock,stock_sz_300545,,,,,
300546,雄帝科技,2016-09-28,sz,stock,stock_sz_300546,,,,,
300547,川环科技,2016-09-30,sz,stock,stock_sz_300547,,,四川,,
300548,博创科技,2016-10-12,sz,stock,stock_sz_300548,,,,,
300549,优德精密,2016-09-30,sz,stock,stock_sz_300549,,,,,
300550,和仁科技,2016-10-18,sz,stock,stock_sz_300550,,,,,
300551,古鳌科技,2016-10-18,sz,stock,stock_sz_300551,,,,,
300552,万集科技,2016-10-21,sz,stock,stock_sz_300552,,,北京,,
300553,集智股份,2016-10-21,sz,stock,stock_sz_300553,,,,,
300554,三超新材,2017-04-21,sz,stock,stock_sz_300554,,,,,
300555,路通视信,2016-10-18,sz,stock,stock_sz_300555,,,,,
300556,丝路视觉,2016-11-04,sz,stock,stock_sz_300556,,,,,
300557,理工光科,2016-11-01,sz,stock,stock_sz_300557,,,湖北,,
300558,贝达药业,2016-11-07,sz,stock,stock_sz_300558,,,,,
300559,佳发安泰,2016-11-01,sz,stock,stock_sz_300559,,,四川,,
300560,中富通,2016-11-01,sz,stock,stock_sz_300560,,,福建,,
300561,汇金科技,2016-11-17,sz,stock,stock_sz_300561,,,,,
300562,乐心医疗,2016-11-16,sz,stock,stock_sz_300562,,,,,
300563,神宇股份,2016-11-14,sz,stock,stock_sz_300563,,,,,
300565,科信技术,2016-11-22,sz,stock,stock_sz_300565,,,,,
300566,激智科技,2016-11-15,sz,stock,stock_sz_300566,,,,,
300567,精测电子,2016-11-22,sz,stock,stock_sz_300567,,,湖北,,
300568,星源材质,2016-12-01,sz,stock,stock_sz_300568,,,,,
300569,天能重工,2016-11-25,sz,stock,stock_sz_300569,,,山东,,
300570,太辰光,2016-12-06,sz,stock,stock_sz_300570,,,,,
300571,平治信息,2016-12-13,sz,stock,stock_sz_300571,,,,,
300572,安车检测,2016-12-06,sz,stock,stock_sz_300572,,,,,
300573,兴齐眼药,2016-12-08,sz,stock,stock_sz_300573,,,辽宁,,
300575,中旗股份,2016-12-20,sz,stock,stock_sz_300575,,,,,
300576,容大感光,2016-12-20,sz,stock,stock_sz_300576,,,,,
300577,开润股份,2016-12-21,sz,stock,stock_sz_300577,,,安徽,,
300578,会畅通讯,2017-01-25,sz,stock,stock_sz_300578,,,,,
300579,数字认证,2016-12-23,sz,stock,stock_sz_300579,,,北京,,
300580,贝斯特,2017-01-11,sz,stock,stock_sz_300580,,,,,
300581,晨曦航空,2016-12-20,sz,stock,stock_sz_300581,,,陕西,,
300582,英飞特,2016-12-28,sz,stock,stock_sz_300582,,,,,
300583,赛托生物,2017-01-06,sz,stock,stock_sz_300583,,,山东,,
300584,海辰药业,2017-01-12,sz,stock,stock_sz_300584,,,,,
300585,奥联电子,2016-12-29,sz,stock,stock_sz_300585,,,,,
300586,美联新材,2017-01-04,sz,stock,stock_sz_300586,,,,,
300587,天铁股份,2017-01-05,sz,stock,stock_sz_300587,,,,,
300588,熙菱信息,2017-01-05,sz,stock,stock_sz_300588,,,新疆,,
300589,江龙船艇,2017-01-13,sz,stock,stock_sz_300589,,,,,
300590,移为通信,2017-01-11,sz,stock,stock_sz_300590,,,,,
300591,万里马,2017-01-10,sz,stock,stock_sz_300591,,,,,
300592,华凯创意,2017-01-20,sz,stock,stock_sz_300592,,,湖南,,
300593,新雷能,2017-01-13,sz,stock,stock_sz_300593,,,北京,,
300595,欧普康视,2017-01-17,sz,stock,stock_sz_300595,,,安徽,,
300596,利安隆,2017-01-19,sz,stock,stock_sz_300596,,,天津,,
300597,吉大通信,2017-01-23,sz,stock,stock_sz_300597,,,吉林,,
300598,诚迈科技,2017-01-20,sz,stock,stock_sz_300598,,,,,
300599,雄塑科技,2017-01-23,sz,stock,stock_sz_300599,,,,,
300600,瑞特股份,2017-01-25,sz,stock,stock_sz_300600,,,,,
300601,康泰生物,2017-02-07,sz,stock,stock_sz_300601,,,,,
300602,飞荣达,2017-01-26,sz,stock,stock_sz_300602,,,,,
300603,立昂技术,2017-01-26,sz,stock,stock_sz_300603,,,新疆,,
300604,长川科技,2017-04-17,sz,stock,stock_sz_300604,,,,,
300605,恒锋信息,2017-02-08,sz,stock,stock_sz_300605,,,福建,,
300606,金太阳,2017-02-08,sz,stock,stock_sz_300606,,,,,
300607,拓斯达,2017-02-09,sz,stock,stock_sz_300607,,,,,
300608,思特奇,2017-02-13,sz,stock,stock_sz_300608,,,北京,,
300609,汇纳科技,2017-02-15,sz,stock,stock_sz_300609,,,,,
300610,晨化股份,2017-02-13,sz,stock,stock_sz_300610,,,,,
300611,美力科技,2017-02-20,sz,stock,stock_sz_300611,,,,,
300612,宣亚国际,2017-02-15,sz,stock,stock_sz_300612,,,北京,,
300613,富瀚微,2017-02-20,sz,stock,stock_sz_300613,,,,,
300615,欣天科技,2017-02-15,sz,stock,stock_sz_300615,,,,,
300616,尚品宅配,2017-03-07,sz,stock,stock_sz_300616,,,,,
300617,安靠智电,2017-02-28,sz,stock,stock_sz_300617,,,,,
300618,寒锐钴业,2017-03-06,sz,stock,stock_sz_300618,,,,,
300619,金银河,2017-03-01,sz,stock,stock_sz_300619,,,,,
300620,光库科技,2017-03-10,sz,stock,stock_sz_300620,,,,,
300621,维业股份,2017-03-16,sz,stock,stock_sz_300621,,,,,
300622,博士眼镜,2017-03-15,sz,stock,stock_sz_300622,,,,,
300623,捷捷微电,2017-03-14,sz,stock,stock_sz_300623,,,,,
300625,三雄极光,2017-03-17,sz,stock,stock_sz_300625,,,,,
300626,华瑞股份,2017-03-20,sz,stock,stock_sz_300626,,,,,
300627,华测导航,2017-03-21,sz,stock,stock_sz_300627,,,,,
300628,亿联网络,2017-03-17,sz,stock,stock_sz_300628,,,福建,,
300629,新劲刚,2017-03-24,sz,stock,stock_sz_300629,,,,,
300630,普利制药,2017-03-28,sz,stock,stock_sz_300630,,,海南,,
300631,久吾高科,2017-03-23,sz,stock,stock_sz_300631,,,,,
300632,光莆股份,2017-04-06,sz,stock,stock_sz_300632,,,福建,,
300633,开立医疗,2017-04-06,sz,stock,stock_sz_300633,,,,,
300635,达安股份,2017-03-31,sz,stock,stock_sz_300635,,,,,
300636,同和药业,2017-03-31,sz,stock,stock_sz_300636,,,江西,,
300637,扬帆新材,2017-04-12,sz,stock,stock_sz_300637,,,,,
300638,广和通,2017-04-13,sz,stock,stock_sz_300638,,,,,
300639,凯普生物,2017-04-12,sz,stock,stock_sz_300639,,,,,
300640,德艺文创,2017-04-17,sz,stock,stock_sz_300640,,,福建,,
300641,正丹股份,2017-04-18,sz,stock,stock_sz_300641,,,,,
300642,透景生命,2017-04-21,sz,stock,stock_sz_300642,,,,,
300643,万通智控,2017-05-05,sz,stock,stock_sz_300643,,,,,
300645,正元智慧,2017-04-21,sz,stock,stock_sz_300645,,,,,
300647,超频三,2017-05-03,sz,stock,stock_sz_300647,,,,,
300648,星云股份,2017-04-25,sz,stock,stock_sz_300648,,,福建,,
300649,杭州园林,2017-05-05,sz,stock,stock_sz_300649,,,,,
300650,太龙照明,2017-05-03,sz,stock,stock_sz_300650,,,福建,,
300651,金陵体育,2017-05-09,sz,stock,stock_sz_300651,,,,,
300652,雷迪克,2017-05-16,sz,stock,stock_sz_300652,,,,,
300653,正海生物,2017-05-16,sz,stock,stock_sz_300653,,,山东,,
300654,世纪天鸿,2017-09-26,sz,stock,stock_sz_300654,,,山东,,
300655,晶瑞股份,2017-05-23,sz,stock,stock_sz_300655,,,,,
300656,民德电子,2017-05-19,sz,stock,stock_sz_300656,,,,,
300657,弘信电子,2017-05-23,sz,stock,stock_sz_300657,,,福建,,
300658,延江股份,2017-06-02,sz,stock,stock_sz_300658,,,福建,,
300659,中孚信息,2017-05-26,sz,stock,stock_sz_300659,,,山东,,
300660,江苏雷利,2017-06-02,sz,stock,stock_sz_300660,,,,,
300661,圣邦股份,2017-06-06,sz,stock,stock_sz_300661,,,北京,,
300662,科锐国际,2017-06-08,sz,stock,stock_sz_300662,,,,,
300663,科蓝软件,2017-06-08,sz,stock,stock_sz_300663,,,,,
300664,鹏鹞环保,2018-01-05,sz,stock,stock_sz_300664,次新股,,,,
300665,飞鹿股份,2017-06-13,sz,stock,stock_sz_300665,,,湖南,,
300666,江丰电子,2017-06-15,sz,stock,stock_sz_300666,,,,,
300667,必创科技,2017-06-19,sz,stock,stock_sz_300667,,,,,
300668,杰恩设计,2017-06-19,sz,stock,stock_sz_300668,,,,,
300669,沪宁股份,2017-06-29,sz,stock,stock_sz_300669,,,,,
300670,大烨智能,2017-07-03,sz,stock,stock_sz_300670,,,,,
300671,富满电子,2017-07-05,sz,stock,stock_sz_300671,,,,,
300672,国科微,2017-07-12,sz,stock,stock_sz_300672,,,湖南,,
300673,佩蒂股份,2017-07-11,sz,stock,stock_sz_300673,,,,,
300675,建科院,2017-07-19,sz,stock,stock_sz_300675,,,,,
300676,华大基因,2017-07-14,sz,stock,stock_sz_300676,,,,,
300677,英科医疗,2017-07-21,sz,stock,stock_sz_300677,,,山东,,
300678,中科信息,2017-07-28,sz,stock,stock_sz_300678,,,四川,,
300679,电连技术,2017-07-31,sz,stock,stock_sz_300679,,,,,
300680,隆盛科技,2017-07-25,sz,stock,stock_sz_300680,,,,,
300681,英搏尔,2017-07-25,sz,stock,stock_sz_300681,,,,,
300682,朗新科技,2017-08-01,sz,stock,stock_sz_300682,,,,,
300683,海特生物,2017-08-08,sz,stock,stock_sz_300683,,,湖北,,
300684,中石科技,2017-12-27,sz,stock,stock_sz_300684,次新股,,,,
300685,艾德生物,2017-08-02,sz,stock,stock_sz_300685,,,福建,,
300686,智动力,2017-08-04,sz,stock,stock_sz_300686,,,,,
300687,赛意信息,2017-08-03,sz,stock,stock_sz_300687,,,,,
300688,创业黑马,2017-08-10,sz,stock,stock_sz_300688,,,,,
300689,澄天伟业,2017-08-09,sz,stock,stock_sz_300689,,,,,
300690,双一科技,2017-08-08,sz,stock,stock_sz_300690,,,山东,,
300691,联合光电,2017-08-11,sz,stock,stock_sz_300691,,,,,
300692,中环环保,2017-08-21,sz,stock,stock_sz_300692,,,安徽,,
300693,盛弘股份,2017-08-22,sz,stock,stock_sz_300693,,,,,
300695,兆丰股份,2017-09-08,sz,stock,stock_sz_300695,,,,,
300696,爱乐达,2017-08-22,sz,stock,stock_sz_300696,,,四川,,
300697,电工合金,2017-09-07,sz,stock,stock_sz_300697,,,,,
300698,万马科技,2017-08-31,sz,stock,stock_sz_300698,,,,,
300699,光威复材,2017-09-01,sz,stock,stock_sz_300699,,,山东,,
300700,岱勒新材,2017-09-12,sz,stock,stock_sz_300700,,,湖南,,
300701,森霸股份,2017-09-15,sz,stock,stock_sz_300701,,,河南,,
300702,天宇股份,2017-09-19,sz,stock,stock_sz_300702,,,,,
300703,创源文化,2017-09-19,sz,stock,stock_sz_300703,,,,,
300705,九典制药,2017-10-10,sz,stock,stock_sz_300705,,,湖南,,
300706,阿石创,2017-09-26,sz,stock,stock_sz_300706,,,福建,,
300707,威唐工业,2017-10-10,sz,stock,stock_sz_300707,,,,,
300708,聚灿光电,2017-10-16,sz,stock,stock_sz_300708,,,,,
300709,精研科技,2017-10-19,sz,stock,stock_sz_300709,,,,,
300710,万隆光电,2017-10-19,sz,stock,stock_sz_300710,,,,,
300711,广哈通信,2017-11-01,sz,stock,stock_sz_300711,,,,,
300712,永福股份,2017-10-31,sz,stock,stock_sz_300712,,,福建,,
300713,英可瑞,2017-11-01,sz,stock,stock_sz_300713,,,,,
300715,凯伦股份,2017-10-26,sz,stock,stock_sz_300715,,,,,
300716,国立科技,2017-11-09,sz,stock,stock_sz_300716,,,,,
300717,华信新材,2017-11-06,sz,stock,stock_sz_300717,,,,,
300718,长盛轴承,2017-11-06,sz,stock,stock_sz_300718,,,,,
300719,安达维尔,2017-11-09,sz,stock,stock_sz_300719,,,,,
300720,海川智能,2017-11-06,sz,stock,stock_sz_300720,,,,,
300721,怡达股份,2017-11-15,sz,stock,stock_sz_300721,次新股,,,,
300722,新余国科,2017-11-10,sz,stock,stock_sz_300722,次新股,,江西,,
300723,一品红,2017-11-16,sz,stock,stock_sz_300723,次新股,,,,
300725,药石科技,2017-11-10,sz,stock,stock_sz_300725,次新股,,,,
300726,宏达电子,2017-11-21,sz,stock,stock_sz_300726,次新股,,湖南,,
300727,润禾材料,2017-11-27,sz,stock,stock_sz_300727,次新股,,,,
300729,乐歌股份,2017-12-01,sz,stock,stock_sz_300729,次新股,,,,
300730,科创信息,2017-12-05,sz,stock,stock_sz_300730,次新股,,湖南,,
300731,科创新源,2017-12-08,sz,stock,stock_sz_300731,次新股,,,,
300732,设研院,2017-12-12,sz,stock,stock_sz_300732,次新股,,河南,,
300735,光弘科技,2017-12-29,sz,stock,stock_sz_300735,次新股,,,,
300736,百华悦邦,2018-01-09,sz,stock,stock_sz_300736,次新股,,,,
002925,N盈趣,2018-01-15,sz,stock,stock_sz_002925,,,,,
300741,华宝股份,2018-03-01,sz,stock,stock_sz_300741,,,,,
300634,彩讯股份,2018-03-23,sz,stock,stock_sz_300634,,,,,
300733,西菱动力,2018-01-16,sz,stock,stock_sz_300733,,,,,
300738,奥飞数据,2018-01-19,sz,stock,stock_sz_300738,,,,,
002931,锋龙股份,2018-04-03,sz,stock,stock_sz_002931,,,,,
300739,明阳电路,2018-02-01,sz,stock,stock_sz_300739,,,,,
300624,万兴科技,2018-01-18,sz,stock,stock_sz_300624,,,,,
002928,华夏航空,2018-03-02,sz,stock,stock_sz_002928,,,,,
002929,润建通信,2018-03-01,sz,stock,stock_sz_002929,,,,,
002927,泰永长征,2018-02-23,sz,stock,stock_sz_002927,,,,,
300740,御家汇,2018-02-08,sz,stock,stock_sz_300740,,,,,
300504,天邑股份,2018-03-30,sz,stock,stock_sz_300504,,,,,
002926,华西证券,2018-02-05,sz,stock,stock_sz_002926,,,,,
300737,科顺股份,2018-01-25,sz,stock,stock_sz_300737,,,,,
002930,宏川智慧,2018-03-28,sz,stock,stock_sz_002930,,,,,
300644,南京聚隆,2018-02-06,sz,stock,stock_sz_300644,,,,,
